Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region
001460,KOSPI,BYC,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",1975-06-02,12월,김 대 환,http://home.byc.co.kr,서울특별시
001465,KOSPI,BYC우,,,,,,,
013720,KOSDAQ,CBI,자동차 신품 부품 제조업,엔진부품,1993-12-29,12월,오경원,http://www.cheongbo.co.kr,인천광역시
001040,KOSPI,CJ,기타 금융업,지주회사,1973-06-29,12월,"손경식, 김홍기",http://www.cj.net,서울특별시
079160,KOSPI,CJ CGV,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",2004-12-24,12월,허민회,http://www.cgv.co.kr,서울특별시
035760,KOSDAQ,CJ ENM,텔레비전 방송업,"의류, 생활주방, 가전제품, 보석, 기타",1999-11-23,12월,"Ho Sung Kang, Sang Hyun Yoon",http://www.cjmall.com,서울특별시
311690,KOSDAQ,CJ 바이오사이언스,자연과학 및 공학 연구개발업,"생명정보 플랫폼, 마이크로바이옴 분석 서비스",2019-12-26,12월,천종식,http://www.cjbioscience.com,서울특별시
00104K,KOSPI,CJ4우(전환),,,,,,,
000120,KOSPI,CJ대한통운,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting",1956-07-02,12월,"강신호,민영학(각자대표)",http://www.cjlogistics.com,서울특별시
011150,KOSPI,CJ씨푸드,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입",1988-11-26,12월,"이인덕, 김정웅 (각자대표)",http://www.cjseafood.net,경기도
011155,KOSPI,CJ씨푸드1우,,,,,,,
001045,KOSPI,CJ우,,,,,,,
097950,KOSPI,CJ제일제당,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",2007-09-28,12월,"손경식, 최은석 (각자 대표이사)",http://www.cj.co.kr,서울특별시
097955,KOSPI,CJ제일제당 우,,,,,,,
051500,KOSDAQ,CJ프레시웨이,음·식료품 및 담배 도매업,"식자재유통, 단체급식",2001-07-26,12월,정성필,http://www.cjfreshway.com,경기도
058820,KOSDAQ,CMG제약,의약품 제조업,의약품,2001-08-31,12월,이주형,http://www.cmgpharma.co.kr,서울특별시
023460,KOSDAQ,CNH,신탁업 및 집합투자업,투자자문,1994-10-07,12월,"임영기,김양수(각자 대표이사)",http://www.cnhcap.co.kr,경기도
056730,KOSDAQ,CNT85,건물설비 설치 공사업,산업설비 제조외,2002-01-04,12월,박종승,http://www.cnt85.com,경기도
065770,KOSDAQ,CS,통신 및 방송 장비 제조업,"이동통신중계기, 위성방송(DMB)중계기(Gap-Filler)",2004-06-04,12월,최규훈,http://www.cs-holdings.co.kr,경기도
083660,KOSDAQ,CSA 코스믹,기타 화학제품 제조업,화장품 제조 및 판매,2006-07-25,12월,조성아,http://www.csacosmic.com,서울특별시
000590,KOSPI,CS홀딩스,기타 금융업,"브랜드 수익, 자회사 배당",1975-12-22,12월,장원영,http://www.chosunwelding.com,경상북도
012030,KOSPI,DB,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리",1993-01-06,12월,"문덕식,강운식 (각자 대표이사)",http://www.dbinc.co.kr,서울특별시
404950,KOSDAQ,DB금융스팩10호,기타 금융업,인수목적,2022-01-20,12월,정근호,,서울특별시
367340,KOSDAQ,DB금융스팩8호,기타 금융업,기업인수 및 합병,2020-12-09,12월,홍창배,,서울특별시
367360,KOSDAQ,DB금융스팩9호,금융 지원 서비스업,기업인수 및 합병,2021-03-16,12월,김창희,,서울특별시
016610,KOSPI,DB금융투자,금융 지원 서비스업,"유가증권,위탁매매,인수,자기매매",1988-06-27,12월,고원종,http://db-fi.com,서울특별시
005830,KOSPI,DB손해보험,보험업,"자동차보험,화재보험,해상보험,특종보험,장기보험",1973-06-28,12월,김정남,http://www.idbins.com,서울특별시
000990,KOSPI,DB하이텍,반도체 제조업,반도체 제조,1975-12-12,12월,최창식,http://www.dbhitek.co.kr,경기도
000995,KOSPI,DB하이텍1우,,,,,,,
139130,KOSPI,DGB금융지주,기타 금융업,지주회사,2011-06-07,12월,김태오,http://www.dgbfg.co.kr,대구광역시
001530,KOSPI,DI동일,상품 중개업,"면사,화섬사,면포,혼방포,스포츠웨어용 신합섬 제조,도매,수출",1964-01-04,12월,"서태원, 손재선",http://www.dong-il.com,서울특별시
000210,KOSPI,DL,기타 금융업,지주회사,1976-02-02,12월,전병욱,http://www.dlholdings.co.kr,서울특별시
001880,KOSPI,DL건설,건물 건설업,"도로건설공사,토목공사,건축공사,조경공사/부동산 임대,매매",1977-12-22,12월,조남창,http://www.dlconstruction.co.kr,인천광역시
000215,KOSPI,DL우,,,,,,,
375500,KOSPI,DL이앤씨,토목 건설업,토목 건설 사업,2021-01-25,12월,마창민,,서울특별시
37550L,KOSPI,DL이앤씨2우(전환),,,,,,,
37550K,KOSPI,DL이앤씨우,,,,,,,
068790,KOSDAQ,DMS,특수 목적용 기계 제조업,LCD 제조장비,2004-10-01,12월,박용석,http://www.dms21.co.kr,경기도
007340,KOSPI,DN오토모티브,일차전지 및 축전지 제조업,자동차용 밧데리,1988-09-24,12월,김상헌 김원종 김인환,http://www.dnautomotive.com,경상남도
004840,KOSPI,DRB동일,고무제품 제조업,"고무벨트(V벨트,콘베이어벨트,평벨트),프라스틱제품 제조,판매",1976-05-21,12월,류영식,http://drbworld.com,부산광역시
241520,KOSDAQ,DSC인베스트먼트,신탁업 및 집합투자업,투자조합 결성 및 투자,2016-12-19,12월,윤건수,http://www.dscinvestment.com,서울특별시
155660,KOSPI,DSR,1차 비철금속 제조업,합섬섬유로프,2013-05-15,12월,홍석빈,http://www.dsr.com,부산광역시
069730,KOSPI,DSR제강,1차 철강 제조업,"와이어로프,각종 경강선,철선제품,PC강선,아연도 강연선 제조",2003-01-28,12월,"홍하종, 홍석빈 (각자 대표이사)",http://www.dsrcorp.com,전라남도
017940,KOSPI,E1,기타 전문 도매업,"LPG(프로판,부탄가스),가스기기판매",1997-08-27,12월,"구자용, 구동휘, 천정식 (각자 대표이사)",http://www.e1.co.kr,서울특별시
245620,KOSDAQ,EDGC,자연과학 및 공학 연구개발업,유전체 분석 진단 서비스,2018-06-26,12월,"각자대표이사 이민섭,조성민",http://www.edgc.com,인천광역시
037370,KOSDAQ,EG,토목 건설업,"산화철, 대기수처리방지시설, 무역",2000-01-11,12월,박지만,http://www.egcorp.co.kr,충청남도
278990,KONEX,EMB,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","태양광ESS,휴대폰 액세서리",2017-10-31,12월,홍지태,http://www.fineemtech.co.kr,경기도
365550,KOSPI,ESR켄달스퀘어리츠,부동산 임대 및 공급업,부동산투자,2020-12-23,05월,조주현,http://www.esrks-reit.com,서울특별시
050120,KOSDAQ,ES큐브,생활용품 도매업,"텐트, 원 ·부자재",2002-04-25,12월,신희민,http://www.escube.co.kr,서울특별시
084180,KOSDAQ,EV수성,일반 목적용 기계 제조업,전동지게차,2005-12-16,12월,"김대진, 김덕진 (각자 대표이사)",http://www.soosung.com,인천광역시
383220,KOSPI,F&F,봉제의복 제조업,"MLB, MLB KIDS, DISCOVERY 등 패션의류제품",2021-05-21,12월,김창수,http://www.fnf.co.kr,서울특별시
007700,KOSPI,F&F홀딩스,기타 금융업,"스포츠웨어(골프웨어) 제조/도서출판(단행본,유아/아동전집류(아인슈타인시리즈),잡지)/이천고속도로휴게소/문구사무용품,수입의류 판매,소매",1984-10-04,12월,박의헌,http://www.fnfholdings.com,서울특별시
285690,KOSPI,FOCUS ESG리더스,,,,,,,
292730,KOSPI,FOCUS KRX300,,,,,,,
402520,KOSPI,FOCUS 혁신기업액티브,,,,,,,
214270,KOSDAQ,FSN,소프트웨어 개발 및 공급업,카울리,2015-03-25,12월,"이상석, 서정교 (각자 대표이사)",http://fsn.co.kr,서울특별시
73501BB4,KOSPI,GB국민참여정책형뉴딜A,,,,,,,
73502BB4,KOSPI,GB국민참여정책형뉴딜C,,,,,,,
73503BB4,KOSPI,GB국민참여정책형뉴딜I,,,,,,,
73501BBC,KOSPI,GB뉴딜기업2호A,,,,,,,
73502BBC,KOSPI,GB뉴딜기업2호Ae,,,,,,,
73501BA2,KOSPI,GB중소성장기업A,,,,,,,
73502BA2,KOSPI,GB중소성장기업C,,,,,,,
73503BA2,KOSPI,GB중소성장기업I,,,,,,,
130500,KOSDAQ,GH신소재,기타 섬유제품 제조업,"자동차용 부직포, 폴리우레탄 폼",2013-08-02,12월,우희구,http://www.ghglobal.co.kr,경상북도
114090,KOSPI,GKL,유원지 및 기타 오락관련 서비스업,카지노,2009-11-19,12월,김영산,http://www.grandkorea.com,서울특별시
900290,KOSDAQ,GRT,기타 금융업,"광학필름, 포장필름",2016-10-25,06월,주영남,,홍콩
078930,KOSPI,GS,기타 금융업,지주회사/부동산 임대,2004-08-05,12월,"허태수, 홍순기 (각자 대표이사)",,서울특별시
083450,KOSDAQ,GST,특수 목적용 기계 제조업,"GasScrubber,Chiller",2006-02-01,12월,"김덕준, 장광수(각자대표)",http://www.gst-in.com,경기도
006360,KOSPI,GS건설,건물 건설업,"토목공사,건축공사,주택공사,산업플랜트공사,리모델링공사,시설물유지관리공사/산업설비설계,감리 용역,수출입/에너지관리 진단,연구개발",1981-08-03,12월,"허창수, 임병용(각자 대표이사)",http://www.gsconst.co.kr/,서울특별시
001250,KOSPI,GS글로벌,상품 종합 도매업,"수출입업(시멘트,철강금속,전기전자,섬유,기계화학),상품중개,광업,채석업/하수처리 서비스/부동산 임대",1976-06-26,12월,이영환,http://www.gsgcorp.com,서울특별시
007070,KOSPI,GS리테일,종합 소매업,"체인화 편의점,슈퍼마켓,마트,전자상거래/부동산(빌딩) 임대",2011-12-23,12월,"허연수, 김호성",http://www.gsretail.com,서울특별시
078935,KOSPI,GS우,,,,,,,
293180,KOSPI,HANARO 200,,,,,,,
407310,KOSPI,HANARO 200 TOP10,,,,,,,
332930,KOSPI,HANARO 200TR,,,,,,,
304780,KOSPI,HANARO 200선물레버리지,,,,,,,
306520,KOSPI,HANARO 200선물인버스,,,,,,,
395290,KOSPI,HANARO Fn K-POP&미디어,,,,,,,
395280,KOSPI,HANARO Fn K-게임,,,,,,,
368190,KOSPI,HANARO Fn K-뉴딜디지털플러스,,,,,,,
402460,KOSPI,HANARO Fn K-메타버스MZ,,,,,,,
395270,KOSPI,HANARO Fn K-반도체,,,,,,,
438900,KOSPI,HANARO Fn K-푸드,,,,,,,
367740,KOSPI,HANARO Fn5G산업,,,,,,,
407300,KOSPI,HANARO Fn골프테마,,,,,,,
381560,KOSPI,HANARO Fn전기&수소차,,,,,,,
441540,KOSPI,HANARO Fn조선해운,,,,,,,
381570,KOSPI,HANARO Fn친환경에너지,,,,,,,
346000,KOSPI,HANARO KAP초장기국고채,,,,,,,
304760,KOSPI,HANARO KRX300,,,,,,,
404470,KOSPI,HANARO KRX기후변화솔루션,,,,,,,
332940,KOSPI,HANARO MSCI Korea TR,,,,,,,
322400,KOSPI,HANARO e커머스,,,,,,,
322410,KOSPI,HANARO 고배당,,,,,,,
354350,KOSPI,HANARO 글로벌럭셔리S&P(합성),,,,,,,
432850,KOSPI,HANARO 글로벌백신치료제MSCI,,,,,,,
424460,KOSPI,HANARO 글로벌워터MSCI(합성),,,,,,,
401590,KOSPI,HANARO 글로벌탄소배출권선물ICE(합성),,,,,,,
314700,KOSPI,HANARO 농업융복합산업,,,,,,,
390950,KOSPI,HANARO 단기채권액티브,,,,,,,
432840,KOSPI,HANARO 미국S&P500,,,,,,,
419170,KOSPI,HANARO 미국메타버스iSelect,,,,,,,
434730,KOSPI,HANARO 원자력iSelect,,,,,,,
304770,KOSPI,HANARO 코스닥150,,,,,,,
306530,KOSPI,HANARO 코스닥150선물레버리지,,,,,,,
375760,KOSPI,HANARO 탄소효율그린뉴딜,,,,,,,
297890,KOSDAQ,HB솔루션,특수 목적용 기계 제조업,"디스플레이 제조용 장비(도포기, 조립기, 검사기)",2020-06-22,12월,이재원,http://www.hb-solution.co.kr,충청남도
078150,KOSDAQ,HB테크놀러지,특수 목적용 기계 제조업,TFT-LCD검사장비,2004-12-08,12월,문성준,http://www.ncbnet.co.kr,충청남도
012630,KOSPI,HDC,기타 금융업,"토목공사,건축공사,아파트분양사업,재개발/재건축사업",1996-10-16,12월,"정몽규, 정경구",http://www.i-park.com,서울특별시
039570,KOSPI,HDC랩스,전기 및 통신 공사업,"기계설비공사, 스마트홈, 지능형 빌딩, SOC, 인테리어, 조경, 시설관리",2015-09-24,12월,김성은,http://hdc-labs.com,서울특별시
089470,KOSPI,HDC현대EP,기타 화학제품 제조업,"합성수지(PP컴파운딩가공,자동차범퍼,내장제) 제조,도소매",2006-09-25,12월,정 중 규,http://www.hdc-hyundaiep.com/,충청남도
294870,KOSPI,HDC현대산업개발,건물 건설업,"외주주택, 자체공사, 일반건축, 토목 등",2018-06-12,12월,"최익훈, 정익희, 김회언 (각자 대표이사)",http://www.hdc-dvp.com,서울특별시
267250,KOSPI,HD현대,석유 정제품 제조업,지주회사,2017-05-10,12월,"권오갑, 정기선 (각자 대표이사)",http://www.hdhyundai.co.kr,서울특별시
097230,KOSPI,HJ중공업,토목 건설업,"선박건조,기계플랜트 제조/토목공사,건축공사,조경공사,전기공사,가스공사,준설공사,기계설비공사",2007-08-31,12월,홍문기,http://www.hjsc.co.kr,부산광역시
215620,KOSPI,HK S&P코리아로우볼,,,,,,,
391670,KOSPI,HK 베스트일레븐액티브,,,,,,,
391680,KOSPI,HK 하이볼액티브,,,,,,,
195940,KOSDAQ,HK이노엔,의약품 제조업,"전문의약품, 숙취해소음료",2021-08-09,12월,곽달원,http://www.inno-n.com,충청북도
028300,KOSDAQ,HLB,선박 및 보트 건조업,"구명정, GRP/GRE PIPPE",1996-07-27,12월,"진양곤, 김동건 (각자대표)",http://www.hlbkorea.com,울산광역시
003580,KOSPI,HLB글로벌,기타 비금속광물 광업,"모래 및 자갈 채취업,콤부차,그린월,화장품,신약개발 등",1990-03-23,12월,김종원,http://www.hlbglobal.co.kr,강원도
343090,KONEX,HLB사이언스,의료용품 및 기타 의약 관련제품 제조업,"패혈증 치료제, 면역항암제 전달기술 등",2020-04-24,12월,"박영민, 윤종선(각자대표)",http://www.hlbscience.com,서울특별시
067630,KOSDAQ,HLB생명과학,"건축기술, 엔지니어링 및 관련 기술 서비스업","ESCO 사업, 신재생에너지 사업",2008-11-25,12월,"남상우, 한용해(각자대표)",http://www.hlb-ls.com,경기도
047920,KOSDAQ,HLB제약,자연과학 및 공학 연구개발업,"씨트리시메티딘정, 로자틴정",2015-12-21,12월,"박재형, 전복환 각자대표",http://www.hlbpharma.co.kr,경기도
115450,KOSDAQ,HLB테라퓨틱스,기타 전문 도매업,"임베디드 GUI 미들웨어 FXUI-2D, FXUI-3D",2010-03-26,12월,안기홍,,경기도
011200,KOSPI,HMM,해상 운송업,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운",1995-10-05,12월,김경배,http://www.hmm21.com,서울특별시
403870,KOSDAQ,HPSP,특수 목적용 기계 제조업,고압 수소 어닐링 장비,2022-07-15,12월,김용운,http://www.thehpsp.com/,경기도
036640,KOSDAQ,HRS,합성고무 및 플라스틱 물질 제조업,실리콘 컴파운드제품 제조,2000-05-30,12월,김진성,http://www.hrssilicone.com,경기도
082740,KOSPI,HSD엔진,일반 목적용 기계 제조업,"대형선박용엔진,내연발전엔진",2011-01-04,12월,고영열,http://www.hsdengine.com,경상남도
75801BB4,KOSPI,IBK 국민참여정책형뉴딜 혼합자산 A,,,,,,,
75802BB4,KOSPI,IBK 국민참여정책형뉴딜 혼합자산 C,,,,,,,
335870,KOSDAQ,IBKS제12호스팩,금융 지원 서비스업,기타 금융업,2019-12-09,12월,김판석,http://www.ibks.com,서울특별시
351340,KOSDAQ,IBKS제13호스팩,금융 지원 서비스업,기업인수 및 합병,2020-07-15,12월,김강민,,서울특별시
388790,KOSDAQ,IBKS제16호스팩,금융 지원 서비스업,금융 지원 서비스,2021-09-03,12월,전구택,http://www.ibks.com,서울특별시
405350,KOSDAQ,IBKS제17호스팩,금융 지원 서비스업,금융 지원 서비스,2022-02-18,12월,이경준,,서울특별시
424760,KOSDAQ,IBKS제18호스팩,금융 지원 서비스업,기업인수 및 합병,2022-07-22,12월,이진욱,http://ibks.com,서울특별시
426550,KOSDAQ,IBKS제19호스팩,금융 지원 서비스업,기업인수 및 합병,2022-08-26,12월,임세광,http://www.ibks.com,서울특별시
75801BBC,KOSPI,IBK국민참여정책형뉴딜혼합자산2호A,,,,,,,
75802BBC,KOSPI,IBK국민참여정책형뉴딜혼합자산2호C,,,,,,,
003560,KOSPI,IHQ,"영화, 비디오물, 방송프로그램 제작 및 배급업","매니지먼트, 음반, 드라마 제작, 유료방송, 프로그램 공급, 광고대행",1973-12-18,12월,김형철,http://www.ihq.co.kr,서울특별시
095340,KOSDAQ,ISC,전자부품 제조업,반도체테스트소켓,2007-10-01,12월,"김정렬, 김상욱 (각자 대표이사)",http://isc21.kr,경기도
099520,KOSDAQ,ITX-AI,영상 및 음향기기 제조업,"DVR,유선통신기기 제조,무역/소프트웨어 자문,연구개발,기술용역",2009-12-22,12월,"박상열, 유건상 (각자 대표이사)",http://www.itxai.com,서울특별시
175330,KOSPI,JB금융지주,기타 금융업,금융지주 회사,2013-07-18,12월,김기홍,http://www.jbfg.com,전라북도
950170,KOSDAQ,JTC,종합 소매업,"식품류, 생활용품류, 화장품류 (사후면세업)",2018-04-06,02월,구철모,http://www.groupjtc.com/korean/,일본
234080,KOSPI,JW생명과학,의약품 제조업,"기초수액, TPN, 특수수액, HEMO, 영양수액 등",2016-10-27,12월,차성남,http://www.jw-lifescience.co.kr,충청남도
067290,KOSDAQ,JW신약,의약품 제조업,"매니큐어세트, 손톱깎이",2003-02-11,12월,백승호,http://www.cwsy.co.kr,서울특별시
001060,KOSPI,JW중외제약,의약품 제조업,"수액제,소화기궤양치료제,항생제,항암제 제조,도매",1976-06-14,12월,대표이사 신영섭,http://www.jw-pharma.co.kr,서울특별시
001067,KOSPI,JW중외제약2우B,,,,,,,
001065,KOSPI,JW중외제약우,,,,,,,
096760,KOSPI,JW홀딩스,기타 금융업,의약품 수출입업,2007-07-31,12월,"이경하, 한성권",http://jw-holdings.co.kr,서울특별시
035900,KOSDAQ,JYP Ent.,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음 관련 제품,2001-08-30,12월,정욱,http://www.jype.com,서울특별시
580011,KOSPI,KB FnGuide 언택트 ETN,,,,,,,
580030,KOSPI,KB KOSDAQ 150 선물 ETN,,,,,,,
580028,KOSPI,KB KOSPI 200 선물 ETN,,,,,,,
580013,KOSPI,KB KRX ESG Eco ETN,,,,,,,
580036,KOSPI,KB S&P 레버리지 WTI원유 선물 ETN(H),,,,,,,
580035,KOSPI,KB S&P 유럽탄소배출권 선물 ETN(H),,,,,,,
580037,KOSPI,KB S&P 인버스 2X WTI원유 선물 ETN,,,,,,,
580010,KOSPI,KB Wise 분할매매 ETN,,,,,,,
580034,KOSPI,KB 레버리지 FANG 플러스 ETN(H),,,,,,,
580025,KOSPI,KB 레버리지 KRX 2차전지 K-뉴딜 ETN,,,,,,,
580024,KOSPI,KB 레버리지 KRX BBIG K-뉴딜 ETN,,,,,,,
580038,KOSPI,KB 레버리지 KRX 리츠 TOP 10 ETN,,,,,,,
580016,KOSPI,KB 레버리지 S&P 500 선물 ETN(H),,,,,,,
580032,KOSPI,KB 레버리지 구리 선물 ETN(H),,,,,,,
580022,KOSPI,KB 레버리지 금 선물 ETN(H),,,,,,,
580015,KOSPI,KB 레버리지 나스닥 100 ETN,,,,,,,
580026,KOSPI,KB 레버리지 은 선물 ETN(H),,,,,,,
580018,KOSPI,KB 레버리지 항셍테크 선물 ETN(H),,,,,,,
71901B96,KOSPI,KB 와이즈 스타 부동산 자 2 A,,,,,,,
71902B96,KOSPI,KB 와이즈 스타 부동산 자 2 C-F,,,,,,,
71903B96,KOSPI,KB 와이즈 스타 부동산 자 2 C-I,,,,,,,
580017,KOSPI,KB 인버스 2X S&P 500 선물 ETN,,,,,,,
580033,KOSPI,KB 인버스 2X 구리 선물 ETN(H),,,,,,,
580023,KOSPI,KB 인버스 2X 금 선물 ETN(H),,,,,,,
580014,KOSPI,KB 인버스 2X 나스닥 100 ETN,,,,,,,
580027,KOSPI,KB 인버스 2X 은 선물 ETN(H),,,,,,,
580019,KOSPI,KB 인버스 2X 항셍테크 선물 ETN,,,,,,,
580031,KOSPI,KB 인버스 KOSDAQ150 선물 ETN,,,,,,,
580029,KOSPI,KB 인버스 KOSPI 200 선물 ETN,,,,,,,
580021,KOSPI,KB 인버스 천연가스 선물 ETN,,,,,,,
580020,KOSPI,KB 천연가스 선물 ETN(H),,,,,,,
318000,KOSDAQ,KBG,합성고무 및 플라스틱 물질 제조업,"실리콘 소재(실란 모노머, 실리콘 레진&폴리머, 실리콘 융합소재)",2019-08-01,12월,"송정섭, 부삼열(각자 대표이사)",http://www.kbgtech.co.kr/,충청남도
58GW23,KOSPI,KBGW23삼성전자콜,,,,,,,
58GW24,KOSPI,KBGW24삼성전자콜,,,,,,,
58GW25,KOSPI,KBGW25삼성전자콜,,,,,,,
58GW26,KOSPI,KBGW26삼성전자풋,,,,,,,
58GW27,KOSPI,KBGW27신한지주콜,,,,,,,
58GW29,KOSPI,KBGW29삼성전자콜,,,,,,,
58GW30,KOSPI,KBGW30삼성전자콜,,,,,,,
58GW31,KOSPI,KBGW31삼성전자콜,,,,,,,
58GW32,KOSPI,KBGW32삼성전자콜,,,,,,,
58GW33,KOSPI,KBGW33삼성전자풋,,,,,,,
58H175,KOSPI,KBH175삼성전자콜,,,,,,,
58H176,KOSPI,KBH176삼성전자풋,,,,,,,
58H177,KOSPI,KBH177삼성전자콜,,,,,,,
58H178,KOSPI,KBH178삼성전자콜,,,,,,,
58H179,KOSPI,KBH179삼성전자콜,,,,,,,
58H180,KOSPI,KBH180삼성전자콜,,,,,,,
58H451,KOSPI,KBH451엘지디스콜,,,,,,,
58H452,KOSPI,KBH452네이버콜,,,,,,,
58H453,KOSPI,KBH453SK하이닉콜,,,,,,,
58H454,KOSPI,KBH454기아콜,,,,,,,
58H455,KOSPI,KBH455삼성전자콜,,,,,,,
58H456,KOSPI,KBH456삼성전자콜,,,,,,,
58H457,KOSPI,KBH457셀트리온콜,,,,,,,
58H458,KOSPI,KBH458셀트리온풋,,,,,,,
